market1,market2,correlation
Chamba,Chandausi,0.94
Chamba,Chandigarh(Grain/Fruit),0.91
Chamba,Chandoli,0.929
Chamba,Chandrapur(Ganjwad),0.878
Chamba,Chandvad,0.834
Chamba,Channapatana,0.722
Chamba,Charra,0.944
Chamba,Chathanoor,0.845
Chamba,Chatta Krushak Bazar,0.867
Chamba,Chengannur,0.668
Chamba,Chhachrauli,0.737
Chamba,Chhindwara(F&V),0.8
Chamba,Chickkaballapura,0.74
Chamba,Chikkamagalore,0.819
Chamba,Chintamani,0.699
Chamba,Chirgaon,0.889
Chamba,Chittorgarh,0.791
Chamba,Chitwadagaon,0.94
Chamba,Chorichora,0.904
Chamba,Churu,0.895
Chamba,Chutmalpur,0.75
Chamba,Dabwali,0.866
Chamba,Dahod(Veg. Market),0.807
Chamba,Damnagar,0.825
Chamba,Dasuya,0.821
Chamba,Davangere,0.731
Chamba,Deori,0.816
Chamba,Devariya,0.928
Chamba,Dewas(F&V),0.865
Chamba,Dhamnod,0.748
Chamba,Dhanaura,0.606
Chamba,Dhand,0.875
Chamba,Dhanotu (Mandi),0.625
Chamba,Dhupguri,0.871
Chamba,Dinanagar,0.832
Chamba,Divai,0.553
Chamba,Doddaballa Pur,0.888
Chamba,Doraha,0.931
Chamba,Dudhansadhan,0.934
Chamba,Dudhi,0.752
Chamba,Durg,0.832
Chamba,Durgapur,0.874
Chamba,Etah,0.927
Chamba,Etawah,0.948
Chamba,Ettumanoor,0.808
Chamba,Falakata,0.925
Chamba,Farukh Nagar,0.904
Chamba,Fatehabad,0.56
Chamba,Fatehpur,0.956
Chamba,Fatehpur Sikri,0.958
Chamba,FerozpurZirkha(Nagina),0.954
Chamba,Firozabad,0.932
Chamba,Gadaura,0.878
Chamba,Ganaur,0.872
Chamba,Gangoh,0.674
Chamba,Garh Shankar,0.56
Chamba,Garh Shankar(Mahalpur),0.738
Chamba,Gazipur,0.933
Chamba,Gharaunda,0.88
Chamba,Ghaziabad,0.933
Chamba,Ghiraur,0.951
Chamba,Gohana,0.891
Chamba,Golagokarnath,0.957
Chamba,Goluwala,0.808
Chamba,Gonda,0.949
Chamba,Gopa,0.78
Chamba,Gorakhpur,0.925
Chamba,Gowribidanoor,0.721
Chamba,Gudimalkapur,0.83
Chamba,Gurgaon,0.887
Chamba,Gurusarai,0.884
Chamba,Haatpipliya,0.926
Chamba,Habra,0.894
Chamba,Hamirpur,0.907
Chamba,Hamirpur(Nadaun),0.899
Chamba,Hanumangarh,0.505
Chamba,Hanumangarh Town,0.874
Chamba,Hanumangarh(Urlivas),0.834
Chamba,Hapur,0.932
Chamba,Harda(F&V),0.837
Chamba,Hardoi,0.934
Chamba,Hindol,0.855
Chamba,Hinjilicut,0.837
Chamba,Hoshangabad,0.667
Chamba,Indore(F&V),0.777
Chamba,Jabalpur(F&V),0.791
Chamba,Jafarganj,0.931
Chamba,Jagadhri,0.788
Chamba,Jagnair,0.913
Chamba,Jahangirabad,0.938
Chamba,Jaipur (F&V),0.859
Chamba,Jakhal,0.819
Chamba,Jalalabad,0.848
Chamba,Jalandhar City(Jalandhar),0.756
Chamba,Jalgaon,0.593
Chamba,Jalore,0.937
Chamba,Jalpaiguri Sadar,0.859
Chamba,Jalukie,0.525
Chamba,Jasra,0.919
Chamba,Jasvantnagar,0.926
Chamba,Jaunpur,0.796
Chamba,Jind,0.915
Chamba,Jodhpur(F&V)(Paota),0.849
Chamba,Junnar(Narayangaon),0.863
Chamba,K.R. Pet,0.747
Chamba,Kalipur,0.914
Chamba,Kalmeshwar,0.877
Chamba,Kalwakurthy,0.843
Chamba,Kamakhyanagar,0.858
Chamba,Kamthi,0.749
Chamba,Kangra,0.663
Chamba,Kangra(Baijnath),0.889
Chamba,Kangra(Jaisinghpur),0.759
Chamba,Kota (F&V),0.583
Chamba,Kottayam,0.535
Chamba,Madlauda,0.616
Chamba,Mysore (Bandipalya),0.54
Chamba,Nagpur,0.655
Chamba,Neyyatinkara,0.575
Chamba,Nuh,0.541
Chamba,Petlawad,0.573
Chamba,Sealdah Koley Market,0.507
Chamba,Sonepat,0.537
Chamba,kalanwali,0.762
Champadanga,Chandabali,0.864
Champadanga,Chandausi,0.949
Champadanga,Chandigarh(Grain/Fruit),0.916
Champadanga,Chandoli,0.956
Champadanga,Chandrapur(Ganjwad),0.894
Champadanga,Chandvad,0.747
Champadanga,Channapatana,0.942
Champadanga,Charra,0.907
Champadanga,Chathanoor,0.955
Champadanga,Chatta Krushak Bazar,0.815
Champadanga,Chengannur,0.855
Champadanga,Chhachrauli,0.669
Champadanga,Chhindwara(F&V),0.918
Champadanga,Chickkaballapura,0.938
Champadanga,Chikkamagalore,0.938
Champadanga,Chintamani,0.901
Champadanga,Chirgaon,0.963
Champadanga,Chittorgarh,0.793
Champadanga,Chitwadagaon,0.939
Champadanga,Chorichora,0.799
Champadanga,Churu,0.775
Champadanga,Chutmalpur,0.524
Champadanga,Dabwali,0.86
Champadanga,Dahod(Veg. Market),0.83
Champadanga,Damnagar,0.928
Champadanga,Dasuya,0.823
Champadanga,Davangere,0.941
Champadanga,Deori,0.665
Champadanga,Devariya,0.903
Champadanga,Dewas(F&V),0.842
Champadanga,Dhamnod,0.813
Champadanga,Dhand,0.782
Champadanga,Dhupguri,0.906
Champadanga,Dinanagar,0.672
Champadanga,Doddaballa Pur,0.933
Champadanga,Doraha,0.894
Champadanga,Dudhansadhan,0.812
Champadanga,Dudhi,0.604
Champadanga,Durg,0.936
Champadanga,Durgapur,0.88
Champadanga,Etah,0.935
Champadanga,Etawah,0.887
Champadanga,Ettumanoor,0.946
Champadanga,Falakata,0.918
Champadanga,Farukh Nagar,0.883
Champadanga,Fatehpur,0.928
Champadanga,Fatehpur Sikri,0.926
Champadanga,FerozpurZirkha(Nagina),0.895
Champadanga,Firozabad,0.917
Champadanga,Gadaura,0.736
Champadanga,Ganaur,0.849
Champadanga,Gangoh,0.577
Champadanga,Garh Shankar(Mahalpur),0.519
Champadanga,Gazipur,0.87
Champadanga,Gharaunda,0.852
Champadanga,Ghaziabad,0.91
Champadanga,Ghiraur,0.904
Champadanga,Gohana,0.813
Champadanga,Golagokarnath,0.915
Champadanga,Goluwala,0.77
Champadanga,Gonda,0.906
Champadanga,Gopa,0.622
Champadanga,Gorakhpur,0.918
Champadanga,Gowribidanoor,0.739
Champadanga,Gudimalkapur,0.932
Champadanga,Gurgaon,0.937
Champadanga,Gurusarai,0.956
Champadanga,Haatpipliya,0.89
Champadanga,Habra,0.863
Champadanga,Hamirpur,0.895
Champadanga,Hamirpur(Nadaun),0.746
Champadanga,Hanumangarh Town,0.802
Champadanga,Hanumangarh(Urlivas),0.695
Champadanga,Hapur,0.81
Champadanga,Harda(F&V),0.762
Champadanga,Hardoi,0.862
Champadanga,Hindol,0.905
Champadanga,Hinjilicut,0.912
Champadanga,Indore(F&V),0.922
Champadanga,Jabalpur(F&V),0.813
Champadanga,Jafarganj,0.856
Champadanga,Jagadhri,0.841
Champadanga,Jagnair,0.907
Champadanga,Jahangirabad,0.867
Champadanga,Jaipur (F&V),0.852
Champadanga,Jakhal,0.713
Champadanga,Jalalabad,0.701
Champadanga,Jalandhar City(Jalandhar),0.63
Champadanga,Jalore,0.883
Champadanga,Jalpaiguri Sadar,0.808
Champadanga,Jasra,0.885
Champadanga,Jasvantnagar,0.835
Champadanga,Jaunpur,0.693
Champadanga,Jind,0.791
Champadanga,Jodhpur(F&V)(Paota),0.747
Champadanga,Junnar(Narayangaon),0.919
Champadanga,K.R. Pet,0.564
Champadanga,Kalipur,0.915
Champadanga,Kalmeshwar,0.777
Champadanga,Kalwakurthy,0.926
Champadanga,Kamakhyanagar,0.934
Champadanga,Kamthi,0.939
Champadanga,Kangra,0.757
Champadanga,Kangra(Baijnath),0.733
Champadanga,Kangra(Jaisinghpur),0.646
Champadanga,Kipheri,0.542
Champadanga,Kota (F&V),0.733
Champadanga,Kottayam,0.507
Champadanga,Madlauda,0.656
Champadanga,Nagpur,0.771
Champadanga,Neyyatinkara,0.581
Champadanga,Nuh,0.677
Champadanga,Petlawad,0.614
Champadanga,Thrippunithura,0.732
Champadanga,kalanwali,0.646
Chandabali,Chandausi,0.919
Chandabali,Chandigarh(Grain/Fruit),0.897
Chandabali,Chandoli,0.923
Chandabali,Chandrapur(Ganjwad),0.887
Chandabali,Chandvad,0.841
Chandabali,Channapatana,0.734
Chandabali,Charra,0.91
Chandabali,Chathanoor,0.828
Chandabali,Chatta Krushak Bazar,0.839
Chandabali,Chengannur,0.689
Chandabali,Chhachrauli,0.734
Chandabali,Chhindwara(F&V),0.78
Chandabali,Chickkaballapura,0.745
Chandabali,Chikkamagalore,0.777
Chandabali,Chintamani,0.685
Chandabali,Chirgaon,0.886
Chandabali,Chittorgarh,0.76
Chandabali,Chitwadagaon,0.943
Chandabali,Chorichora,0.922
Chandabali,Churu,0.9
Chandabali,Chutmalpur,0.738
Chandabali,Dabwali,0.841
Chandabali,Dahod(Veg. Market),0.795
Chandabali,Damnagar,0.808
Chandabali,Dasuya,0.799
Chandabali,Davangere,0.736
Chandabali,Deori,0.789
Chandabali,Devariya,0.938
Chandabali,Dewas(F&V),0.87
Chandabali,Dhamnod,0.778
Chandabali,Dhanaura,0.572
Chandabali,Dhand,0.842
Chandabali,Dhanotu (Mandi),0.626
Chandabali,Dhupguri,0.888
Chandabali,Dinanagar,0.817
Chandabali,Divai,0.621
Chandabali,Doddaballa Pur,0.876
Chandabali,Doraha,0.896
Chandabali,Dudhansadhan,0.941
Chandabali,Dudhi,0.803
Chandabali,Durg,0.823
Chandabali,Durgapur,0.833
Chandabali,Etah,0.914
Chandabali,Etawah,0.936
Chandabali,Ettumanoor,0.773
Chandabali,Falakata,0.915
Chandabali,Farukh Nagar,0.905
Chandabali,Fatehabad,0.581
Chandabali,Fatehpur,0.932
Chandabali,Fatehpur Sikri,0.919
Chandabali,FerozpurZirkha(Nagina),0.936
Chandabali,Firozabad,0.904
Chandabali,Gadaura,0.891
Chandabali,Ganaur,0.83
Chandabali,Gangoh,0.67
Chandabali,Garh Shankar,0.562
Chandabali,Garh Shankar(Mahalpur),0.738
Chandabali,Gazipur,0.94
Chandabali,Gharaunda,0.874
Chandabali,Ghaziabad,0.938
Chandabali,Ghiraur,0.934
Chandabali,Gohana,0.894
Chandabali,Golagokarnath,0.948
Chandabali,Goluwala,0.852
Chandabali,Gonda,0.924
Chandabali,Gopa,0.788
Chandabali,Gorakhpur,0.928
Chandabali,Gowribidanoor,0.725
Chandabali,Gudimalkapur,0.816
Chandabali,Gurgaon,0.875
Chandabali,Gurusarai,0.884
Chandabali,Haatpipliya,0.922
Chandabali,Habra,0.846
Chandabali,Hamirpur,0.867
Chandabali,Hamirpur(Nadaun),0.887
Chandabali,Hanumangarh,0.542
Chandabali,Hanumangarh Town,0.86
Chandabali,Hanumangarh(Urlivas),0.887
Chandabali,Hapur,0.925
Chandabali,Harda(F&V),0.841
Chandabali,Hardoi,0.912
Chandabali,Hindol,0.893
Chandabali,Hinjilicut,0.824
Chandabali,Hoshangabad,0.681
Chandabali,Indore(F&V),0.771
Chandabali,Jabalpur(F&V),0.803
Chandabali,Jafarganj,0.921
Chandabali,Jagadhri,0.764
Chandabali,Jagnair,0.876
Chandabali,Jahangirabad,0.913
Chandabali,Jaipur (F&V),0.829
Chandabali,Jakhal,0.811
Chandabali,Jalalabad,0.813
Chandabali,Jalandhar City(Jalandhar),0.795
Chandabali,Jalgaon,0.614
Chandabali,Jalore,0.927
Chandabali,Jalpaiguri Sadar,0.894
Chandabali,Jalukie,0.529
Chandabali,Jasra,0.912
Chandabali,Jasvantnagar,0.92
Chandabali,Jaunpur,0.772
Chandabali,Jind,0.871
Chandabali,Jodhpur(F&V)(Paota),0.892
Chandabali,Junnar(Narayangaon),0.826
Chandabali,K.R. Pet,0.745
Chandabali,Kalipur,0.895
Chandabali,Kalmeshwar,0.904
Chandabali,Kalwakurthy,0.837
Chandabali,Kamakhyanagar,0.848
Chandabali,Kamthi,0.775
Chandabali,Kangra,0.681
Chandabali,Kangra(Baijnath),0.83
Chandabali,Kangra(Jaisinghpur),0.767
Chandabali,Kota (F&V),0.624
Chandabali,Kottayam,0.545
Chandabali,Madlauda,0.592
Chandabali,Mandi(Takoli),0.505
Chandabali,Mysore (Bandipalya),0.543
Chandabali,Nagpur,0.66
Chandabali,Neyyatinkara,0.635
Chandabali,Nuh,0.533
Chandabali,Petlawad,0.592
Chandabali,Ramanagara,0.511
Chandabali,Sealdah Koley Market,0.51
Chandabali,Sonepat,0.569
Chandabali,Thrippunithura,0.517
Chandabali,kalanwali,0.762
Chandausi,Chandigarh(Grain/Fruit),0.948
Chandausi,Chandoli,0.987
Chandausi,Chandrapur(Ganjwad),0.888
Chandausi,Chandvad,0.785
Chandausi,Channapatana,0.84
Chandausi,Charra,0.973
Chandausi,Chathanoor,0.933
Chandausi,Chatta Krushak Bazar,0.873
Chandausi,Chengannur,0.724
Chandausi,Chhachrauli,0.723
Chandausi,Chhindwara(F&V),0.903
Chandausi,Chickkaballapura,0.87
Chandausi,Chikkamagalore,0.917
Chandausi,Chintamani,0.812
Chandausi,Chirgaon,0.974
Chandausi,Chittorgarh,0.827
Chandausi,Chitwadagaon,0.981
Chandausi,Chorichora,0.859
Chandausi,Churu,0.84
Chandausi,Chutmalpur,0.701
Chandausi,Dabwali,0.93
Chandausi,Dahod(Veg. Market),0.859
Chandausi,Damnagar,0.889
Chandausi,Dasuya,0.871
Chandausi,Davangere,0.852
Chandausi,Deori,0.731
Chandausi,Devariya,0.952
Chandausi,Dewas(F&V),0.874
Chandausi,Dhamnod,0.778
Chandausi,Dhanaura,0.524
Chandausi,Dhand,0.852
Chandausi,Dhupguri,0.92
Chandausi,Dinanagar,0.792
Chandausi,Doddaballa Pur,0.951
Chandausi,Doraha,0.95
Chandausi,Dudhansadhan,0.911
Chandausi,Dudhi,0.722
Chandausi,Durg,0.91
Chandausi,Durgapur,0.918
Chandausi,Etah,0.965
Chandausi,Etawah,0.939
Chandausi,Ettumanoor,0.907
Chandausi,Falakata,0.955
Chandausi,Farukh Nagar,0.925
Chandausi,Fatehpur,0.978
Chandausi,Fatehpur Sikri,0.981
Chandausi,FerozpurZirkha(Nagina),0.956
Chandausi,Firozabad,0.976
Chandausi,Gadaura,0.843
Chandausi,Ganaur,0.912
Chandausi,Gangoh,0.684
Chandausi,Garh Shankar,0.514
Chandausi,Garh Shankar(Mahalpur),0.657
Chandausi,Gazipur,0.945
Chandausi,Gharaunda,0.913
Chandausi,Ghaziabad,0.975
Chandausi,Ghiraur,0.96
Chandausi,Gohana,0.867
Chandausi,Golagokarnath,0.971
Chandausi,Goluwala,0.803
Chandausi,Gonda,0.956
Chandausi,Gopa,0.692
Chandausi,Gorakhpur,0.953
Chandausi,Gowribidanoor,0.738
Chandausi,Gudimalkapur,0.902
Chandausi,Gurgaon,0.942
Chandausi,Gurusarai,0.968
Chandausi,Haatpipliya,0.94
Chandausi,Habra,0.92
Chandausi,Hamirpur,0.961
Chandausi,Hamirpur(Nadaun),0.841
Chandausi,Hanumangarh Town,0.878
Chandausi,Hanumangarh(Urlivas),0.801
Chandausi,Hapur,0.891
Chandausi,Harda(F&V),0.8
Chandausi,Hardoi,0.929
Chandausi,Hindol,0.918
Chandausi,Hinjilicut,0.908
Chandausi,Hoshangabad,0.597
Chandausi,Indore(F&V),0.887
Chandausi,Jabalpur(F&V),0.817
Chandausi,Jafarganj,0.91
Chandausi,Jagadhri,0.866
Chandausi,Jagnair,0.931
Chandausi,Jahangirabad,0.949
Chandausi,Jaipur (F&V),0.922
Chandausi,Jakhal,0.799
Chandausi,Jalalabad,0.845
Chandausi,Jalandhar City(Jalandhar),0.741
Chandausi,Jalgaon,0.589
Chandausi,Jalore,0.928
Chandausi,Jalpaiguri Sadar,0.848
Chandausi,Jasra,0.955
Chandausi,Jasvantnagar,0.906
Chandausi,Jaunpur,0.817
Chandausi,Jind,0.877
Chandausi,Jodhpur(F&V)(Paota),0.794
Chandausi,Junnar(Narayangaon),0.914
Chandausi,K.R. Pet,0.71
Chandausi,Kalipur,0.949
Chandausi,Kalmeshwar,0.837
Chandausi,Kalwakurthy,0.904
Chandausi,Kamakhyanagar,0.915
Chandausi,Kamthi,0.867
Chandausi,Kangra,0.703
Chandausi,Kangra(Baijnath),0.82
Chandausi,Kangra(Jaisinghpur),0.746
Chandausi,Kipheri,0.501
Chandausi,Kota (F&V),0.671
Chandausi,Kottayam,0.572
Chandausi,Madlauda,0.662
Chandausi,Mysore (Bandipalya),0.556
Chandausi,Nagpur,0.741
Chandausi,Neyyatinkara,0.624
Chandausi,Nuh,0.606
Chandausi,Petlawad,0.62
Chandausi,Sonepat,0.541
Chandausi,Thrippunithura,0.604
Chandausi,kalanwali,0.751
Chandigarh(Grain/Fruit),Chandoli,0.962
Chandigarh(Grain/Fruit),Chandrapur(Ganjwad),0.904
Chandigarh(Grain/Fruit),Chandvad,0.82
Chandigarh(Grain/Fruit),Channapatana,0.822
Chandigarh(Grain/Fruit),Charra,0.932
Chandigarh(Grain/Fruit),Chathanoor,0.882
Chandigarh(Grain/Fruit),Chatta Krushak Bazar,0.829
Chandigarh(Grain/Fruit),Chengannur,0.726
Chandigarh(Grain/Fruit),Chhachrauli,0.653
Chandigarh(Grain/Fruit),Chhindwara(F&V),0.895
Chandigarh(Grain/Fruit),Chickkaballapura,0.825
Chandigarh(Grain/Fruit),Chikkamagalore,0.891
Chandigarh(Grain/Fruit),Chintamani,0.798
Chandigarh(Grain/Fruit),Chirgaon,0.927
Chandigarh(Grain/Fruit),Chittorgarh,0.819
Chandigarh(Grain/Fruit),Chitwadagaon,0.957
Chandigarh(Grain/Fruit),Chorichora,0.861
Chandigarh(Grain/Fruit),Churu,0.848
Chandigarh(Grain/Fruit),Chutmalpur,0.665
Chandigarh(Grain/Fruit),Dabwali,0.907
Chandigarh(Grain/Fruit),Dahod(Veg. Market),0.859
Chandigarh(Grain/Fruit),Damnagar,0.833
Chandigarh(Grain/Fruit),Dasuya,0.849
Chandigarh(Grain/Fruit),Davangere,0.807
Chandigarh(Grain/Fruit),Deori,0.725
Chandigarh(Grain/Fruit),Devariya,0.917
Chandigarh(Grain/Fruit),Dewas(F&V),0.867
Chandigarh(Grain/Fruit),Dhamnod,0.796
Chandigarh(Grain/Fruit),Dhand,0.83
Chandigarh(Grain/Fruit),Dhanotu (Mandi),0.536
Chandigarh(Grain/Fruit),Dhupguri,0.867
Chandigarh(Grain/Fruit),Dinanagar,0.793
Chandigarh(Grain/Fruit),Divai,0.508
Chandigarh(Grain/Fruit),Doddaballa Pur,0.892
Chandigarh(Grain/Fruit),Doraha,0.929
Chandigarh(Grain/Fruit),Dudhansadhan,0.893
Chandigarh(Grain/Fruit),Dudhi,0.683
Chandigarh(Grain/Fruit),Durg,0.859
Chandigarh(Grain/Fruit),Durgapur,0.893
Chandigarh(Grain/Fruit),Etah,0.924
Chandigarh(Grain/Fruit),Etawah,0.935
Chandigarh(Grain/Fruit),Ettumanoor,0.861
Chandigarh(Grain/Fruit),Falakata,0.914
Chandigarh(Grain/Fruit),Farukh Nagar,0.889
Chandigarh(Grain/Fruit),Fatehpur,0.952
Chandigarh(Grain/Fruit),Fatehpur Sikri,0.939
Chandigarh(Grain/Fruit),FerozpurZirkha(Nagina),0.933
Chandigarh(Grain/Fruit),Firozabad,0.942
Chandigarh(Grain/Fruit),Gadaura,0.821
Chandigarh(Grain/Fruit),Ganaur,0.897
Chandigarh(Grain/Fruit),Gangoh,0.604
Chandigarh(Grain/Fruit),Garh Shankar,0.522
Chandigarh(Grain/Fruit),Garh Shankar(Mahalpur),0.685
Chandigarh(Grain/Fruit),Gazipur,0.909
Chandigarh(Grain/Fruit),Gharaunda,0.916
Chandigarh(Grain/Fruit),Ghaziabad,0.933
Chandigarh(Grain/Fruit),Ghiraur,0.938
Chandigarh(Grain/Fruit),Gohana,0.896
Chandigarh(Grain/Fruit),Golagokarnath,0.934
Chandigarh(Grain/Fruit),Goluwala,0.748
Chandigarh(Grain/Fruit),Gonda,0.934
Chandigarh(Grain/Fruit),Gopa,0.703
Chandigarh(Grain/Fruit),Gorakhpur,0.924
Chandigarh(Grain/Fruit),Gowribidanoor,0.708
Chandigarh(Grain/Fruit),Gudimalkapur,0.856
Chandigarh(Grain/Fruit),Gurgaon,0.894
Chandigarh(Grain/Fruit),Gurusarai,0.932
Chandigarh(Grain/Fruit),Haatpipliya,0.922
Chandigarh(Grain/Fruit),Habra,0.893
Chandigarh(Grain/Fruit),Hamirpur,0.95
Chandigarh(Grain/Fruit),Hamirpur(Nadaun),0.863
Chandigarh(Grain/Fruit),Hanumangarh Town,0.924
Chandigarh(Grain/Fruit),Hanumangarh(Urlivas),0.776
Chandigarh(Grain/Fruit),Hapur,0.896
Chandigarh(Grain/Fruit),Harda(F&V),0.848
Chandigarh(Grain/Fruit),Hardoi,0.934
Chandigarh(Grain/Fruit),Hindol,0.885
Chandigarh(Grain/Fruit),Hinjilicut,0.867
Chandigarh(Grain/Fruit),Hoshangabad,0.595
Chandigarh(Grain/Fruit),Indore(F&V),0.846
Chandigarh(Grain/Fruit),Jabalpur(F&V),0.821
Chandigarh(Grain/Fruit),Jafarganj,0.922
Chandigarh(Grain/Fruit),Jagadhri,0.872
Chandigarh(Grain/Fruit),Jagnair,0.91
Chandigarh(Grain/Fruit),Jahangirabad,0.91
Chandigarh(Grain/Fruit),Jaipur (F&V),0.868
Chandigarh(Grain/Fruit),Jakhal,0.858
Chandigarh(Grain/Fruit),Jalalabad,0.807
Chandigarh(Grain/Fruit),Jalandhar City(Jalandhar),0.754
Chandigarh(Grain/Fruit),Jalgaon,0.552
Chandigarh(Grain/Fruit),Jalore,0.939
Chandigarh(Grain/Fruit),Jalpaiguri Sadar,0.811
Chandigarh(Grain/Fruit),Jasra,0.903
Chandigarh(Grain/Fruit),Jasvantnagar,0.932
Chandigarh(Grain/Fruit),Jaunpur,0.761
Chandigarh(Grain/Fruit),Jind,0.902
Chandigarh(Grain/Fruit),Jodhpur(F&V)(Paota),0.793
Chandigarh(Grain/Fruit),Junnar(Narayangaon),0.865
Chandigarh(Grain/Fruit),K.R. Pet,0.669
Chandigarh(Grain/Fruit),Kalipur,0.918
Chandigarh(Grain/Fruit),Kalmeshwar,0.829
Chandigarh(Grain/Fruit),Kalwakurthy,0.857
Chandigarh(Grain/Fruit),Kamakhyanagar,0.916
Chandigarh(Grain/Fruit),Kamthi,0.855
Chandigarh(Grain/Fruit),Kangra,0.66
Chandigarh(Grain/Fruit),Kangra(Baijnath),0.856
Chandigarh(Grain/Fruit),Kangra(Jaisinghpur),0.689
Chandigarh(Grain/Fruit),Kota (F&V),0.588
Chandigarh(Grain/Fruit),Madlauda,0.596
Chandigarh(Grain/Fruit),Mysore (Bandipalya),0.512
Chandigarh(Grain/Fruit),Nagpur,0.701
Chandigarh(Grain/Fruit),Neyyatinkara,0.543
Chandigarh(Grain/Fruit),Nuh,0.523
Chandigarh(Grain/Fruit),Petlawad,0.503
Chandigarh(Grain/Fruit),Sonepat,0.525
Chandigarh(Grain/Fruit),Thrippunithura,0.529
Chandigarh(Grain/Fruit),kalanwali,0.694
Chandoli,Chandrapur(Ganjwad),0.908
Chandoli,Chandvad,0.815
Chandoli,Channapatana,0.86
Chandoli,Charra,0.961
Chandoli,Chathanoor,0.943
Chandoli,Chatta Krushak Bazar,0.87
Chandoli,Chengannur,0.746
Chandoli,Chhachrauli,0.711
Chandoli,Chhindwara(F&V),0.934
Chandoli,Chickkaballapura,0.887
Chandoli,Chikkamagalore,0.932
Chandoli,Chintamani,0.832
Chandoli,Chirgaon,0.981
Chandoli,Chittorgarh,0.844
Chandoli,Chitwadagaon,0.99
Chandoli,Chorichora,0.879
Chandoli,Churu,0.86
Chandoli,Chutmalpur,0.68
Chandoli,Dabwali,0.927
Chandoli,Dahod(Veg. Market),0.89
Chandoli,Damnagar,0.904
Chandoli,Dasuya,0.857
Chandoli,Davangere,0.867
Chandoli,Deori,0.719
Chandoli,Devariya,0.962
Chandoli,Dewas(F&V),0.885
Chandoli,Dhamnod,0.82
Chandoli,Dhanaura,0.511
Chandoli,Dhand,0.833
Chandoli,Dhupguri,0.909
Chandoli,Dinanagar,0.796
Chandoli,Doddaballa Pur,0.952
Chandoli,Doraha,0.939
Chandoli,Dudhansadhan,0.908
Chandoli,Dudhi,0.712
Chandoli,Durg,0.915
Chandoli,Durgapur,0.929
Chandoli,Etah,0.962
Chandoli,Etawah,0.949
Chandoli,Ettumanoor,0.916
Chandoli,Falakata,0.955
Chandoli,Farukh Nagar,0.926
Chandoli,Fatehpur,0.982
Chandoli,Fatehpur Sikri,0.977
Chandoli,FerozpurZirkha(Nagina),0.949
Chandoli,Firozabad,0.973
Chandoli,Gadaura,0.837
Chandoli,Ganaur,0.913
Chandoli,Gangoh,0.646
Chandoli,Garh Shankar(Mahalpur),0.651
Chandoli,Gazipur,0.942
Chandoli,Gharaunda,0.914
Chandoli,Ghaziabad,0.964
Chandoli,Ghiraur,0.958
Chandoli,Gohana,0.875
Chandoli,Golagokarnath,0.969
Chandoli,Goluwala,0.792
Chandoli,Gonda,0.955
Chandoli,Gopa,0.72
Chandoli,Gorakhpur,0.963
Chandoli,Gowribidanoor,0.754
Chandoli,Gudimalkapur,0.91
Chandoli,Gurgaon,0.939
Chandoli,Gurusarai,0.967
Chandoli,Haatpipliya,0.947
Chandoli,Habra,0.921
Chandoli,Hamirpur,0.953
Chandoli,Hamirpur(Nadaun),0.846
Chandoli,Hanumangarh Town,0.89
Chandoli,Hanumangarh(Urlivas),0.799
Chandoli,Hapur,0.886
Chandoli,Harda(F&V),0.835
Chandoli,Hardoi,0.935
Chandoli,Hindol,0.937
Chandoli,Hinjilicut,0.923
Chandoli,Hoshangabad,0.592
Chandoli,Indore(F&V),0.903
Chandoli,Jabalpur(F&V),0.838
Chandoli,Jafarganj,0.921
Chandoli,Jagadhri,0.863
Chandoli,Jagnair,0.932
Chandoli,Jahangirabad,0.936
Chandoli,Jaipur (F&V),0.912
Chandoli,Jakhal,0.827
Chandoli,Jalalabad,0.815
Chandoli,Jalandhar City(Jalandhar),0.744
Chandoli,Jalgaon,0.591
Chandoli,Jalore,0.938
Chandoli,Jalpaiguri Sadar,0.848
Chandoli,Jasra,0.95
Chandoli,Jasvantnagar,0.921
Chandoli,Jaunpur,0.801
Chandoli,Jind,0.872
Chandoli,Jodhpur(F&V)(Paota),0.817
Chandoli,Junnar(Narayangaon),0.921
Chandoli,K.R. Pet,0.688
Chandoli,Kalipur,0.946
Chandoli,Kalmeshwar,0.851
Chandoli,Kalwakurthy,0.915
Chandoli,Kamakhyanagar,0.931
Chandoli,Kamthi,0.894
Chandoli,Kangra,0.701
Chandoli,Kangra(Baijnath),0.827
Chandoli,Kangra(Jaisinghpur),0.72
Chandoli,Kota (F&V),0.661
Chandoli,Kottayam,0.515
Chandoli,Madlauda,0.631
Chandoli,Mysore (Bandipalya),0.521
Chandoli,Nagpur,0.734
Chandoli,Neyyatinkara,0.588
Chandoli,Nuh,0.591
Chandoli,Petlawad,0.579
Chandoli,Sonepat,0.534
Chandoli,Thrippunithura,0.613
Chandoli,kalanwali,0.721
Chandrapur(Ganjwad),Chandvad,0.871
Chandrapur(Ganjwad),Channapatana,0.822
Chandrapur(Ganjwad),Charra,0.879
Chandrapur(Ganjwad),Chathanoor,0.87
Chandrapur(Ganjwad),Chatta Krushak Bazar,0.805
Chandrapur(Ganjwad),Chengannur,0.768
Chandrapur(Ganjwad),Chhachrauli,0.671
Chandrapur(Ganjwad),Chhindwara(F&V),0.843
Chandrapur(Ganjwad),Chickkaballapura,0.816
